Date,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
1992/8/12,0.0124,-0.3082,0.1273,-0.0663,-0.0073,-0.067
1992/8/13,0.0124,0.0389,-0.0753,-0.1612,-0.1502,-0.2179
1992/8/14,0.0124,0.4898,-0.2482,-0.041,0.1272,-0.0878
1992/8/17,0.0124,0.1854,-0.1538,-0.2828,0.1148,-0.0203
1992/8/18,0.0124,0.085,-0.2884,-0.0403,0.0055,-0.0296
1992/8/19,0.0124,-0.6585,0.1558,0.0335,-0.116,-0.1886
1992/8/20,0.0124,-0.0502,-0.1677,-0.1642,0.2864,-0.3327
1992/8/21,0.0124,-0.7551,0.2212,0.0366,0.1372,-0.0949
1992/8/24,0.0124,-1.1531,-0.0698,0.0112,0.1752,0.0006
1992/8/25,0.0124,0.0471,-0.4758,-0.0979,-0.2033,0.2261
1992/8/26,0.0124,0.4912,-0.1846,-0.0055,0.2872,0.2066
1992/8/27,0.0124,0.2177,0.517,-0.3231,-0.2383,-0.3289
1992/8/28,0.0124,0.2271,-0.2771,-0.0049,-0.5144,-0.135
1992/8/31,0.0124,-0.128,-0.0861,0.0165,-0.042,-0.0664
1992/9/1,0.0122,0.4514,-0.176,-0.1962,0.361,0.4441
1992/9/2,0.0122,0.5238,0.1396,-0.3336,-0.0591,0.0861
1992/9/3,0.0122,0.1132,0.3984,0.1003,0.3782,-0.2611
1992/9/4,0.0122,-0.2117,0.1387,-0.0375,0.3678,0.2194
1992/9/8,0.0122,-0.5871,-0.0466,0.0235,0.2538,0.0039
1992/9/9,0.0122,0.413,-0.3199,-0.297,-0.1143,-0.1962
1992/9/10,0.0122,0.8291,-0.2775,-0.5426,-0.2914,-0.1569
1992/9/11,0.0122,0.0372,0.1645,-0.272,0.1602,-0.0939
1992/9/14,0.0122,1.3858,-0.5428,-0.143,0.2342,0.21
1992/9/15,0.0122,-1.1241,0.5494,0.0723,0.2169,-0.2532
1992/9/16,0.0122,-0.0831,-0.024,0.3031,0.144,-0.2004
1992/9/17,0.0122,0.0135,0.0102,-0.1328,-0.0184,0.0582
1992/9/18,0.0122,0.5233,-0.2281,0.2819,-0.0468,0.0994
1992/9/21,0.0122,-0.1093,-0.1221,0.0603,0.1001,0.0976
1992/9/22,0.0122,-1.0424,0.6042,0.5632,0.0814,-0.2163
1992/9/23,0.0122,-0.0295,0.1308,-0.1797,0.218,0.0141
1992/9/24,0.0122,0.3654,0.0937,-0.0064,-0.1168,-0.4992
1992/9/25,0.0122,-1.0331,0.0393,0.4708,-0.2373,-0.3084
1992/9/28,0.0122,0.3053,-0.5893,0.2375,-0.0181,0.012
1992/9/29,0.0122,0.1028,0.0318,-0.2895,0.3286,0.2124
1992/9/30,0.0122,0.3805,0.7019,-0.1493,0.3807,-0.1814
1992/10/1,0.0104,-0.4415,-0.2066,0.1961,0.4587,-0.315
1992/10/2,0.0104,-1.2771,0.2749,0.274,0.2039,0.4181
1992/10/5,0.0104,-0.8177,-0.9474,-0.3116,0.1304,0.5067
1992/10/6,0.0104,0.1628,0.3434,0.0429,0.3861,0.0094
1992/10/7,0.0104,-0.5541,0.8087,0.1372,0.3604,0.3245
1992/10/8,0.0104,0.8113,0.0035,-0.3897,0.3542,-0.0858
1992/10/9,0.0104,-1.056,0.5676,0.1592,0.1388,0.0982
1992/10/12,0.0104,0.9408,-0.5903,-0.0665,-0.2273,-0.0762
1992/10/13,0.0104,0.4758,-0.2116,-0.335,0.2203,0.1851
1992/10/14,0.0104,0.0237,0.181,-0.0929,0.2777,0.0898
1992/10/15,0.0104,0.092,0.2817,-0.2802,0.2372,0.1389
1992/10/16,0.0104,0.4508,-0.2606,-0.1831,-0.3585,-0.5328
1992/10/19,0.0104,0.9207,0.2007,-0.3692,0.228,-0.5456
1992/10/20,0.0104,0.1612,0.2888,0.3204,-0.1973,-0.5432
1992/10/21,0.0104,0.166,0.1251,0.1537,-0.091,0.0135
1992/10/22,0.0104,-0.1687,-0.0238,-0.0659,-0.3114,0.262
1992/10/23,0.0104,-0.1292,0.3295,0.1177,-0.3792,-0.1226
1992/10/26,0.0104,0.82,-0.4936,0.174,-0.0547,0.2436
1992/10/27,0.0104,0.0322,0.0267,0.1895,0.1595,-0.0663
1992/10/28,0.0104,0.4777,0.0935,0.1839,0.2689,0.3211
1992/10/29,0.0104,0.2831,-0.0662,-0.219,0.2294,-0.0494
1992/10/30,0.0104,-0.3201,0.8022,-0.0266,0.0343,0.2753
1992/11/2,0.0117,0.7911,-0.3674,-0.2732,-0.1199,0.161
1992/11/3,0.0117,-0.4989,0.3686,0.2294,-0.2116,-0.25
1992/11/4,0.0117,-0.4716,0.4593,-0.1026,-0.0325,-0.3419
1992/11/5,0.0117,0.4385,0.1572,-0.1738,-0.427,0.0026
1992/11/6,0.0117,0.0298,0.3855,-0.4142,-0.2947,-0.2
1992/11/9,0.0117,0.3544,0.423,-0.1214,0.0565,-0.2165
1992/11/10,0.0117,0.1709,0.7176,-0.2749,0.4327,0.2759
1992/11/11,0.0117,0.8646,0.4029,-0.4308,0.4419,0.1916
1992/11/12,0.0117,0.0801,-0.2708,0.1082,-0.0067,0.517
1992/11/13,0.0117,-0.003,0.5435,-0.0768,-0.0019,-0.2191
1992/11/16,0.0117,-0.3255,0.2606,-0.1177,0.2816,-0.222
1992/11/17,0.0117,-0.396,-0.0699,0.4394,0.176,-0.0199
1992/11/18,0.0117,0.8105,0.1208,-0.2203,0.1907,0.3482
1992/11/19,0.0117,0.2332,0.0618,-0.2531,0.4548,-0.2731
1992/11/20,0.0117,0.6802,-0.0983,-0.0521,0.09,-0.1036
1992/11/23,0.0117,-0.2812,0.3716,0.0494,0.3184,0.0895
1992/11/24,0.0117,0.596,-0.1736,0.0651,0.1702,0.0898
1992/11/25,0.0117,0.4116,0.1314,0.2731,0.0046,0.1554
1992/11/27,0.0117,0.2404,-0.0179,0.2097,-0.1092,-0.0374
1992/11/30,0.0117,0.3425,0.0822,0.0141,-0.5601,-0.1399
1992/12/1,0.0103,-0.0564,0.2026,0.1521,0.3539,0.4758
1992/12/2,0.0103,-0.205,0.4784,-0.1527,-0.2528,-0.2862
1992/12/3,0.0103,0.057,0.5317,0.0626,0.3153,0.1666
1992/12/4,0.0103,0.5145,0.1756,0.2174,0.03,0.076
1992/12/7,0.0103,0.641,-0.0155,0.2348,0.3203,0.4689
1992/12/8,0.0103,0.3236,-0.18,-0.0308,-0.0257,0.2913
1992/12/9,0.0103,-0.2843,-0.0807,0.2039,0.0973,0.3241
1992/12/10,0.0103,-0.3186,-0.4761,0.2087,-0.1485,-0.3106
1992/12/11,0.0103,-0.1627,0.0851,0.3331,0.0199,0.1353
1992/12/14,0.0103,-0.1703,0.1486,0.1944,0.3896,0.174
1992/12/15,0.0103,-0.1789,-0.2277,0.2872,0.4748,-0.2854
1992/12/16,0.0103,-0.3703,-0.1736,0.1606,0.187,0.0774
1992/12/17,0.0103,0.8801,-0.0344,-0.0921,0.3949,0.0892
1992/12/18,0.0103,1.0993,-0.5325,0.0182,0.2214,0.0929
1992/12/21,0.0103,-0.0788,0.0403,-0.0172,0.3586,0.2301
1992/12/22,0.0103,-0.0578,0.0015,0.0252,-0.2544,0.1184
1992/12/23,0.0103,-0.1447,0.3357,0.0639,0.1205,-0.1766
1992/12/24,0.0103,0.1911,0.236,0.0811,-0.1707,0.0596
1992/12/28,0.0103,-0.0553,-0.1683,0.0853,0.2075,0.1339
1992/12/29,0.0103,-0.0472,0.4135,-0.4773,0.0073,-0.125
1992/12/30,0.0103,0.1994,0.4065,-0.0316,-0.4652,-0.1421
1992/12/31,0.0103,-0.1823,1.5071,-0.185,-0.3629,-0.58
1993/1/4,0.0117,-0.2973,-0.3727,0.506,-0.5767,0.3051
1993/1/5,0.0117,-0.1924,0.3934,0.3125,-0.1923,0.3422
1993/1/6,0.0117,0.1361,0.5239,0.2619,-0.106,0.6924
1993/1/7,0.0117,-0.769,0.6092,-0.009,0.1884,-0.0162
1993/1/8,0.0117,-0.4002,-0.0977,-0.0263,-0.2631,0.371
1993/1/11,0.0117,0.406,0.1357,-0.071,-0.1987,0.3282
1993/1/12,0.0117,-0.0024,-0.2693,0.0242,-0.0232,-0.4508
1993/1/13,0.0117,0.4985,0.0815,-0.1126,0.3143,0.1282
1993/1/14,0.0117,0.7339,0.323,-0.418,0.0269,0.2468
1993/1/15,0.0117,0.3589,0.1497,0.4266,-0.0251,0.0959
1993/1/18,0.0117,0.008,0.1961,0.3273,0.1866,0.33
1993/1/19,0.0117,-0.2655,0.3361,0.4843,-0.1839,-0.1506
1993/1/20,0.0117,-0.2659,0.6293,0.0151,0.1238,0.0283
1993/1/21,0.0117,0.4291,-0.2491,-0.0242,-0.0312,0.0515
1993/1/22,0.0117,0.2488,0.3622,0.2027,-0.1214,-0.4769
1993/1/25,0.0117,0.7406,-0.1394,0.2748,-0.2825,-1.0536
1993/1/26,0.0117,0.0232,0.5274,0.56,0.3749,0.1382
1993/1/27,0.0117,-0.5417,-0.6327,0.1608,-0.3099,-0.1686
1993/1/28,0.0117,-0.0171,-0.4309,0.1775,-0.1906,-0.4825
1993/1/29,0.0117,0.1102,0.2154,-0.1685,-0.1623,-0.2551
1993/2/1,0.0116,0.8368,-0.4756,0.3431,0.085,0.2152
1993/2/2,0.0116,0.144,0.0403,0.1176,-0.1021,-0.2319
1993/2/3,0.0116,0.9498,-0.1466,0.0763,0.1597,0.266
1993/2/4,0.0116,0.5484,-0.4746,0.5525,-0.5131,0.1295
1993/2/5,0.0116,-0.3309,-0.8287,0.7419,-0.8362,0.228
1993/2/8,0.0116,-0.2086,0.0657,0.5291,-0.169,0.1798
1993/2/9,0.0116,-0.6634,-0.0741,0.1217,-0.2252,0.2945
1993/2/10,0.0116,0.1979,-0.1676,-0.2326,-0.0034,0.3244
1993/2/11,0.0116,0.3009,-0.0063,0.0057,-0.0121,0.2263
1993/2/12,0.0116,-0.6083,0.1475,0.0622,0.0448,0.0828
1993/2/16,0.0116,-2.7039,-0.6456,0.4514,-0.3915,-0.2625
1993/2/17,0.0116,-0.4244,-0.785,0.5629,-0.4913,0.4537
1993/2/18,0.0116,-0.1687,0.9654,-0.4457,0.403,0.1637
1993/2/19,0.0116,0.4132,0.3523,0.9847,-0.2574,0.0026
1993/2/22,0.0116,-0.1623,-1.2399,1.0939,-0.227,0.4947
1993/2/23,0.0116,-0.064,-0.1952,-0.1798,-0.0022,0.5435
1993/2/24,0.0116,1.4213,-0.4078,-0.8063,0.5733,-0.4392
1993/2/25,0.0116,0.4188,0.1475,-0.331,0.2299,0.0328
1993/2/26,0.0116,0.2895,0.4053,-0.0015,0.3155,-0.2494
1993/3/1,0.011,-0.143,0.3654,0.0614,0.042,-0.3771
1993/3/2,0.011,1.1795,-0.6359,-0.1539,0.5643,0.023
1993/3/3,0.011,0.4862,0.3179,-0.1099,0.1622,0.1921
1993/3/4,0.011,-0.4121,0.3045,-0.1726,0.1005,0.3048
1993/3/5,0.011,-0.17,0.3848,0.2102,0.1113,0.2004
1993/3/8,0.011,1.5646,-1.0425,0.0451,-0.0099,-0.0883
1993/3/9,0.011,0.089,0.2216,0.1269,0.2002,-0.2056
1993/3/10,0.011,0.4923,0.083,0.1379,0.512,0.4262
1993/3/11,0.011,-0.365,0.695,-0.3265,0.2069,-0.0242
1993/3/12,0.011,-0.7265,0.4209,-0.0665,0.1039,0.0832
1993/3/15,0.011,0.3119,0.033,0.1007,-0.0738,0.0329
1993/3/16,0.011,-0.0511,0.0078,0.2698,0.1506,-0.3143
1993/3/17,0.011,-0.7264,-0.0449,0.1921,-0.3752,-0.4257
1993/3/18,0.011,0.6501,-0.8335,0.1129,-0.4841,-0.2458
1993/3/19,0.011,-0.4916,-0.1537,0.3801,-0.2539,-0.1022
1993/3/22,0.011,-0.4195,-0.6112,0.2068,-0.2534,0.0083
1993/3/23,0.011,-0.0636,-0.0464,0.1224,-0.0454,0.6109
1993/3/24,0.011,-0.1603,-0.0596,0.1144,0.0803,-0.3003
1993/3/25,0.011,0.6696,0.0198,0.1541,0.6215,-0.0383
1993/3/26,0.011,-0.3783,0.5611,-0.0824,-0.4711,-0.0279
1993/3/29,0.011,0.4446,-0.4717,-0.0406,0.417,0.0543
1993/3/30,0.011,0.3852,-0.1884,-0.4233,0.4168,1.2945
1993/3/31,0.011,0.1507,0.6352,0.0656,0.0546,-0.5763
1993/4/1,0.0113,-0.3691,0.0856,0.3236,-0.0819,0.1708
1993/4/2,0.0113,-2.0061,0.2049,0.3797,-0.7413,-0.3588
1993/4/5,0.0113,0.1186,-0.659,0.3583,-0.2839,0.6215
1993/4/6,0.0113,-0.4307,-0.3309,0.4916,-0.3291,1.1346
1993/4/7,0.0113,0.3057,-0.0048,-0.0819,-0.0464,0.6763
1993/4/8,0.0113,-0.2243,0.1421,0.1233,0.1144,-0.4055
1993/4/12,0.0113,1.28,-0.8052,-0.2326,0.4413,0.1771
1993/4/13,0.0113,0.3292,-0.0041,0.4937,-0.1162,-0.045
1993/4/14,0.0113,-0.0567,0.0329,0.1202,-0.3705,0.7647
1993/4/15,0.0113,-0.1614,-0.0548,0.26,-0.1577,-0.0884
1993/4/16,0.0113,-0.0058,-0.5216,0.5799,-0.7347,0.6324
1993/4/19,0.0113,-0.3742,-0.0943,0.0201,-0.0991,0.2313
1993/4/20,0.0113,-0.5227,0.0057,-0.4437,0.0031,0.7682
1993/4/21,0.0113,-0.1688,0.5333,-0.9794,-0.2633,-0.6931
1993/4/22,0.0113,-0.7429,0.8823,-0.3019,-0.4666,-0.7895
1993/4/23,0.0113,-0.5925,0.124,0.0851,-0.2739,-0.2462
1993/4/26,0.0113,-1.0311,-0.5757,0.5617,-0.146,-0.0174
1993/4/27,0.0113,0.9066,-0.7678,-0.5668,0.2499,-0.0074
1993/4/28,0.0113,0.1337,0.1282,0.0695,-0.0489,-0.3016
1993/4/29,0.0113,0.1943,0.1501,-0.0267,0.2801,0.0353
1993/4/30,0.0113,0.3842,0.3639,-0.0198,0.0051,-0.098
1993/5/3,0.0108,0.5596,-0.1571,-0.073,0.4454,0.533
1993/5/4,0.0108,0.5796,0.7229,-0.0505,0.0602,-0.4479
1993/5/5,0.0108,0.3067,0.5696,-0.2134,0.6006,0.4389
1993/5/6,0.0108,-0.3063,0.3967,0.0392,-0.3048,-0.2877
1993/5/7,0.0108,-0.1379,0.157,-0.1089,0.2238,0.3549
1993/5/10,0.0108,0.2004,0.0312,-0.0492,-0.0219,0.2354
1993/5/11,0.0108,0.3264,-0.0726,-0.0348,-0.0929,-0.1795
1993/5/12,0.0108,-0.0024,-0.2061,0.3375,-0.7569,-0.5584
1993/5/13,0.0108,-1.1502,0.3823,0.306,-0.5751,-0.0385
1993/5/14,0.0108,-0.0332,0.1641,-0.4489,0.182,0.0619
1993/5/17,0.0108,0.1448,-0.1465,0.1166,0.5798,0.1737
1993/5/18,0.0108,0.0603,0.1442,-0.2387,-0.3978,-0.0809
1993/5/19,0.0108,1.4634,-0.7588,-0.2645,0.4893,0.1045
1993/5/20,0.0108,0.6831,-0.1743,-0.4577,0.1551,-0.3064
1993/5/21,0.0108,-0.8132,0.6616,0.4279,0.1806,0.1733
1993/5/24,0.0108,0.2909,-0.2726,0.2913,0.1246,-0.1181
1993/5/25,0.0108,0.2612,-0.0901,-0.226,-0.4483,-0.2955
1993/5/26,0.0108,1.004,-0.0382,0.2331,-0.015,0.2866
1993/5/27,0.0108,-0.1617,0.2946,0.1155,-0.6579,-0.2551
1993/5/28,0.0108,-0.3971,0.1042,-0.4951,-0.3081,-0.1588
1993/6/1,0.0125,0.7474,-0.3576,0.2511,0.1807,0.0424
1993/6/2,0.0125,0.0486,0.2387,0.0331,-0.1812,-0.3875
1993/6/3,0.0125,-0.2139,0.3072,0.0226,-0.2683,0.2257
1993/6/4,0.0125,-0.5772,0.2307,0.691,-0.6007,-0.2298
1993/6/7,0.0125,-0.6875,-0.0718,0.5346,-0.062,0.3788
1993/6/8,0.0125,-0.7569,0.1103,-0.1897,0.419,0.3577
1993/6/9,0.0125,0.2637,-0.0454,0.2744,0.3593,0.2263
1993/6/10,0.0125,-0.1339,0.0494,0.0189,0.4518,-0.081
1993/6/11,0.0125,0.3892,-0.0414,-0.4918,0.423,0.1019
1993/6/14,0.0125,0.132,-0.0094,-0.0449,0.2592,0.2808
1993/6/15,0.0125,-0.1621,0.6282,-0.2044,-0.0073,-0.0801
1993/6/16,0.0125,0.1547,-0.2848,0.0403,0.0656,0.4532
1993/6/17,0.0125,0.2147,0.0487,0.5374,0.3931,-0.1468
1993/6/18,0.0125,-0.9256,0.4507,0.3528,-0.1514,-0.2175
1993/6/21,0.0125,0.3714,-0.704,0.0403,-0.1204,-0.1281
1993/6/22,0.0125,-0.1038,0.0427,0.429,0.3807,0.6205
1993/6/23,0.0125,-0.4417,0.4617,-0.1339,0.2959,-0.4773
1993/6/24,0.0125,0.683,-0.595,-0.0364,0.4378,0.0753
1993/6/25,0.0125,0.3436,0.3036,-0.0293,0.4565,0.268
1993/6/28,0.0125,1.0588,-0.2089,-0.0051,0.2508,0.3703
1993/6/29,0.0125,-0.2198,0.4356,-0.0497,0.2253,-0.01
1993/6/30,0.0125,0.1257,0.5437,-0.1905,-0.1687,-0.2677
1993/7/1,0.0114,-0.2247,0.5653,0.0281,-0.591,-0.2386
1993/7/2,0.0114,-0.4769,0.6434,-0.1708,0.2296,-0.1026
1993/7/6,0.0114,-0.7931,0.6049,0.2363,0.0104,0.052
1993/7/7,0.0114,0.1333,-0.4776,0.3896,0.1322,-0.0346
1993/7/8,0.0114,1.0287,-0.4728,0.1802,0.4657,0.2395
1993/7/9,0.0114,0.0529,0.2683,0.0594,0.0552,0.1052
1993/7/12,0.0114,0.1579,0.0561,-0.1291,-0.1102,0.3045
1993/7/13,0.0114,-0.0577,0.3523,-0.0063,0.2053,0.0144
1993/7/14,0.0114,0.4261,-0.0384,-0.1591,-0.1669,-0.0678
1993/7/15,0.0114,-0.1946,0.1421,0.1614,-0.1734,-0.1314
1993/7/16,0.0114,-0.7176,0.3443,0.1088,-0.0662,-0.2462
1993/7/19,0.0114,-0.1285,-0.4217,0.4686,0.3305,0.3082
1993/7/20,0.0114,0.2568,-0.2352,0.1256,0.122,1.0059
1993/7/21,0.0114,-0.1047,-0.1014,-0.1289,-0.3347,0.193
1993/7/22,0.0114,-0.5757,-0.1615,-0.1406,-0.3728,-0.0419
1993/7/23,0.0114,0.47,-0.2396,-0.0602,0.0859,-0.1688
1993/7/26,0.0114,0.5437,0.0476,0.2011,-0.0183,-0.0103
1993/7/27,0.0114,-0.2366,0.1041,0.6345,0.2594,0.3929
1993/7/28,0.0114,-0.0675,0.45,-0.2213,-0.1615,-0.4939
1993/7/29,0.0114,0.5424,-0.4005,-0.1513,-0.1106,-0.2391
1993/7/30,0.0114,-0.3802,0.3656,-0.0111,-0.4052,-0.054
1993/8/2,0.0115,0.4009,-0.1597,-0.1592,0.2082,-0.0029
1993/8/3,0.0115,-0.0255,0.3666,-0.1263,0.4106,0.2026
1993/8/4,0.0115,-0.0099,0.2114,-0.2439,-0.1557,-0.1412
1993/8/5,0.0115,-0.0668,0.0707,-0.215,0.391,-0.014
1993/8/6,0.0115,0.147,0.2559,0.0022,0.2796,0.2
1993/8/9,0.0115,0.4564,-0.363,0.0577,0.1398,0.2543
1993/8/10,0.0115,-0.1562,0.1692,0.2065,-0.2867,-0.0039
1993/8/11,0.0115,0.1499,0.131,0.1438,0.2774,0.0133
1993/8/12,0.0115,-0.2951,0.1763,0.0477,0.1042,-0.0686
1993/8/13,0.0115,0.1669,-0.236,-0.2541,-0.3268,-0.2808
1993/8/16,0.0115,0.5045,-0.4529,-0.1086,0.0108,0.6247
1993/8/17,0.0115,0.3113,-0.0382,-0.1903,0.0652,0.5401
1993/8/18,0.0115,0.5665,0.0274,-0.3272,0.0986,0.2985
1993/8/19,0.0115,0.0061,-0.1236,0.1557,-0.0244,-0.0211
1993/8/20,0.0115,0.0047,0.1481,0.0216,-0.4196,-0.6559
1993/8/23,0.0115,-0.1444,0.0123,0.2074,-0.1667,0.0349
1993/8/24,0.0115,0.8815,-0.2251,0.1323,0.2837,-0.1319
1993/8/25,0.0115,0.0365,-0.1274,0.3341,-0.5862,-0.0532
1993/8/26,0.0115,0.0717,-0.2334,0.3778,0.0619,0.235
1993/8/27,0.0115,-0.0752,0.1568,-0.1092,-0.0891,-0.2635
1993/8/30,0.0115,0.2871,-0.0426,-0.0488,0.2888,0.0495
1993/8/31,0.0115,0.4377,0.2482,0.0245,-0.0997,-0.0736
1993/9/1,0.0112,0.0334,0.2779,-0.0177,0.1591,0.0476
1993/9/2,0.0112,-0.205,0.6614,-0.2579,0.1743,0.41
1993/9/3,0.0112,0.0646,0.0964,-0.0157,-0.3798,-0.2361
1993/9/7,0.0112,-0.7545,-0.1367,0.3314,0.0573,0.1048
1993/9/8,0.0112,-0.6609,-0.698,0.0217,0.2143,0.0799
1993/9/9,0.0112,0.3684,0.634,-0.0414,0.5092,0.3634
1993/9/10,0.0112,0.869,0.1464,-0.1867,0.3152,0.0877
1993/9/13,0.0112,0.0106,-0.1635,0.5696,0.2393,0.2892
1993/9/14,0.0112,-0.5684,-0.3012,0.0914,-0.0315,0.3954
1993/9/15,0.0112,0.3443,-0.1035,-0.0213,0.408,0.6231
1993/9/16,0.0112,-0.2555,0.4608,-0.3545,-0.229,-0.4076
1993/9/17,0.0112,-0.0849,0.3456,-0.1716,-0.0266,-0.0204
1993/9/20,0.0112,-0.5775,0.6197,-0.2238,-0.1715,-0.1054
1993/9/21,0.0112,-0.6051,-0.5329,-0.0745,-0.0687,0.3882
1993/9/22,0.0112,0.8449,0.3883,-0.3126,0.3671,0.0525
1993/9/23,0.0112,0.47,0.2834,-0.4517,0.3728,0.0096
1993/9/24,0.0112,0.0721,0.2009,0.26,-0.2107,-0.0913
1993/9/27,0.0112,0.7889,-0.3864,-0.1201,-0.0619,-0.0635
1993/9/28,0.0112,0.0613,0.3399,0.2494,0.0247,0.1954
1993/9/29,0.0112,-0.1878,0.3899,0.6243,-0.2917,-0.1224
1993/9/30,0.0112,-0.1011,0.5911,0.3478,-0.4565,-0.6088
1993/10/1,0.0105,0.3308,-0.396,0.6761,-0.1271,-0.3241
1993/10/4,0.0105,0.0531,0.2471,-0.044,-0.0039,-0.2216
1993/10/5,0.0105,-0.0616,-0.3222,-0.3651,-0.168,-0.9344
1993/10/6,0.0105,-0.0487,0.6408,-0.0485,-0.0549,-0.2607
1993/10/7,0.0105,-0.3097,0.2181,-0.0741,-0.0108,-0.2757
1993/10/8,0.0105,0.1469,-0.1884,-0.034,0.0503,0.3086
1993/10/11,0.0105,0.188,0.2733,-0.1381,-0.0316,0.2029
1993/10/12,0.0105,0.2298,0.2566,-0.1322,-0.099,0.2638
1993/10/13,0.0105,0.2029,0.3418,-0.2319,-0.3095,-0.4482
1993/10/14,0.0105,0.8963,-0.4827,-0.331,0.4307,0.0439
1993/10/15,0.0105,0.4583,-0.2717,-0.2521,-0.2961,-0.0508
1993/10/18,0.0105,-0.3252,-0.1368,-0.2642,-0.2,0.0855
1993/10/19,0.0105,-0.7934,-0.5501,0.6254,-0.0265,-0.1709
1993/10/20,0.0105,-0.1246,-0.1478,0.0353,-0.2415,0.1835
1993/10/21,0.0105,-0.0633,0.0736,-0.1554,-0.235,0.3837
1993/10/22,0.0105,-0.2537,0.5859,0.0902,-0.1506,0.1664
1993/10/25,0.0105,0.0352,-0.2938,0.3432,0.042,0.0224
1993/10/26,0.0105,-0.164,-0.3051,0.0376,-0.1239,-0.1055
1993/10/27,0.0105,0.2444,0.1676,-0.3198,-0.0129,0.1747
1993/10/28,0.0105,0.5254,-0.1752,0.007,0.1333,-0.2328
1993/10/29,0.0105,0.2452,0.8919,0.0189,0.0574,0.0575
1993/11/1,0.0118,0.2757,-0.1943,-0.3125,0.0131,0.3137
1993/11/2,0.0118,-0.0917,0.1227,0.0655,-0.354,-0.2296
1993/11/3,0.0118,-1.2625,0.161,0.1433,-0.3282,-0.5702
1993/11/4,0.0118,-1.3452,-0.2557,0.4699,-0.3081,-0.4324
1993/11/5,0.0118,0.4549,-0.3877,-0.2502,0.4303,0.5085
1993/11/8,0.0118,0.2651,0.3575,-0.3008,0.1378,0.0084
1993/11/9,0.0118,0.1798,0.5742,-0.171,0.3934,-0.0267
1993/11/10,0.0118,0.6477,-0.2708,-0.5237,-0.0713,0.1622
1993/11/11,0.0118,-0.0746,0.2059,-0.1906,-0.3978,0.1063
1993/11/12,0.0118,0.4608,-0.2871,-0.0101,-0.3153,-0.1408
1993/11/15,0.0118,-0.4227,-0.065,0.0701,0.0121,-0.1732
1993/11/16,0.0118,0.381,-0.8459,-0.1126,0.1836,0.3233
1993/11/17,0.0118,-0.5464,-0.3011,0.6252,-0.1669,-0.2734
1993/11/18,0.0118,-0.3916,-0.2645,0.0544,-0.1369,-0.1971
1993/11/19,0.0118,-0.3022,0.0546,0.099,-0.1661,-0.0893
1993/11/22,0.0118,-1.0846,-0.9599,0.4469,-0.4517,0.3129
1993/11/23,0.0118,0.5429,-0.0596,-0.1133,0.1029,0.2784
1993/11/24,0.0118,0.4917,0.0549,-0.2497,0.0018,-0.2257
1993/11/26,0.0118,0.2506,0.0446,-0.5557,0.1985,-0.1257
1993/11/29,0.0118,-0.189,0.1623,-0.2595,0.4512,0.3813
1993/11/30,0.0118,-0.0842,0.2689,0.2895,0.0493,0.2329
1993/12/1,0.0103,0.3204,0.7361,-0.4057,0.2109,-0.0566
1993/12/2,0.0103,0.2276,-0.1563,-0.2582,0.0181,0.1351
1993/12/3,0.0103,0.403,0.0182,-0.2028,0.0271,-0.0054
1993/12/6,0.0103,0.2878,-0.1739,0.0991,0.26,-0.1802
1993/12/7,0.0103,0.0211,-0.0869,-0.0181,0.3226,0.1253
1993/12/8,0.0103,-0.0662,0.2547,-0.1305,-0.1779,-0.0651
1993/12/9,0.0103,-0.4282,0.2908,0.2072,0.2237,-0.0773
1993/12/10,0.0103,-0.0595,-0.386,0.51,-0.2009,0.2737
1993/12/13,0.0103,0.189,-0.5871,0.0618,-0.1507,0.4711
1993/12/14,0.0103,-0.6018,-0.2612,0.0187,0.2361,0.3047
1993/12/15,0.0103,-0.2114,0.2971,-0.2874,0.3314,0.0553
1993/12/16,0.0103,0.2408,0.1137,-0.134,0.2962,-0.2633
1993/12/17,0.0103,0.6449,0.153,0.1756,-0.0214,0.2485
1993/12/20,0.0103,-0.0795,0.0215,0.0993,0.3048,0.3668
1993/12/21,0.0103,-0.2409,-0.4303,0.3916,0.1992,0.4662
1993/12/22,0.0103,0.288,-0.4385,0.0578,0.049,0.2938
1993/12/23,0.0103,0.1374,0.2903,-0.0053,0.0379,0.2396
1993/12/27,0.0103,0.5783,-0.3901,0.1213,0.0898,0.0968
1993/12/28,0.0103,0.2334,0.356,-0.2442,0.0709,-0.0261
1993/12/29,0.0103,0.0992,0.7091,0.0627,0.0785,-0.0157
1993/12/30,0.0103,-0.2496,0.4718,-0.1312,0.1838,0.1239
1993/12/31,0.0103,-0.0907,1.2804,-0.234,-0.1115,-0.2989
1994/1/3,0.0119,-0.4412,-0.2587,0.4469,-0.7531,-0.1451
1994/1/4,0.0119,0.2429,-0.226,0.1858,-0.7178,-0.1943
1994/1/5,0.0119,0.2146,0.0133,-0.1207,-0.2923,0.0926
1994/1/6,0.0119,-0.0732,0.1597,-0.0809,0.0046,0.4335
1994/1/7,0.0119,0.4799,0.0659,-0.0062,0.1855,0.382
1994/1/10,0.0119,0.8785,-0.8509,0.0683,-0.0969,0.13
1994/1/11,0.0119,-0.1567,0.1716,-0.0347,0.2576,-0.0108
1994/1/12,0.0119,0.0361,0.2296,0.0106,0.4907,0.1567
